pin,slack
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/CFG_14:IPC,8901
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_88:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_88:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/CFG_24:C,8758
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/CFG_24:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/CFG_24:IPC,8758
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/Q[1]:A,2169
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/Q[1]:B,2243
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/Q[1]:C,606
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/Q[1]:D,1951
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/Q[1]:Y,606
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_10:IPB,
line_write_read_0/xy_generator_0/un8_data_valid_i_12:A,993
line_write_read_0/xy_generator_0/un8_data_valid_i_12:B,944
line_write_read_0/xy_generator_0/un8_data_valid_i_12:C,869
line_write_read_0/xy_generator_0/un8_data_valid_i_12:D,768
line_write_read_0/xy_generator_0/un8_data_valid_i_12:Y,768
line_write_read_0/xy_display_1/xy_fifo_control_0/data_o_4_f0[14]:A,7878
line_write_read_0/xy_display_1/xy_fifo_control_0/data_o_4_f0[14]:B,7793
line_write_read_0/xy_display_1/xy_fifo_control_0/data_o_4_f0[14]:C,7868
line_write_read_0/xy_display_1/xy_fifo_control_0/data_o_4_f0[14]:Y,7793
line_write_read_0/xy_display_1/WPOINTS_0/un1_s_state_27_0_a2_3:A,5591
line_write_read_0/xy_display_1/WPOINTS_0/un1_s_state_27_0_a2_3:B,5310
line_write_read_0/xy_display_1/WPOINTS_0/un1_s_state_27_0_a2_3:C,4077
line_write_read_0/xy_display_1/WPOINTS_0/un1_s_state_27_0_a2_3:Y,4077
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C7/CFG_15:C,8537
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C7/CFG_15:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C7/CFG_15:IPC,8537
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_16:B,6509
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_16:C,5454
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_16:IPB,6509
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_16:IPC,5454
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C2/CFG_22:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C2/CFG_22:IPC,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C4/CFG_32:C,8721
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C4/CFG_32:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C4/CFG_32:IPC,8721
line_write_read_0/xy_display_1/RPOINTS_0/next_index_base_RNIPQ852[6]:B,5366
line_write_read_0/xy_display_1/RPOINTS_0/next_index_base_RNIPQ852[6]:C,6540
line_write_read_0/xy_display_1/RPOINTS_0/next_index_base_RNIPQ852[6]:D,6361
line_write_read_0/xy_display_1/RPOINTS_0/next_index_base_RNIPQ852[6]:FCI,4433
line_write_read_0/xy_display_1/RPOINTS_0/next_index_base_RNIPQ852[6]:FCO,4433
line_write_read_0/xy_display_1/RPOINTS_0/next_index_base_RNIPQ852[6]:S,4603
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o107lto11_0:A,872
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o107lto11_0:B,794
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o107lto11_0:Y,794
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C5/FF_34:IPENn,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C1/CFG_31:C,8687
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C1/CFG_31:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C1/CFG_31:IPC,8687
line_write_read_0/xy_display_1/WPOINTS_0/xy_virtual_index[2]:ALn,
line_write_read_0/xy_display_1/WPOINTS_0/xy_virtual_index[2]:CLK,940
line_write_read_0/xy_display_1/WPOINTS_0/xy_virtual_index[2]:D,5158
line_write_read_0/xy_display_1/WPOINTS_0/xy_virtual_index[2]:EN,5605
line_write_read_0/xy_display_1/WPOINTS_0/xy_virtual_index[2]:Q,940
line_write_read_0/xy_display_1/RPOINTS_0/index_true[4]:ALn,
line_write_read_0/xy_display_1/RPOINTS_0/index_true[4]:CLK,6508
line_write_read_0/xy_display_1/RPOINTS_0/index_true[4]:D,4633
line_write_read_0/xy_display_1/RPOINTS_0/index_true[4]:Q,6508
line_write_read_0/xy_display_1/WPOINTS_0/index_base[15]:ALn,
line_write_read_0/xy_display_1/WPOINTS_0/index_base[15]:CLK,7729
line_write_read_0/xy_display_1/WPOINTS_0/index_base[15]:D,8836
line_write_read_0/xy_display_1/WPOINTS_0/index_base[15]:EN,5244
line_write_read_0/xy_display_1/WPOINTS_0/index_base[15]:Q,7729
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_4:IPB,
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_4:IPC,
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0ll.CUARTl0Il_4[2]:A,7938
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0ll.CUARTl0Il_4[2]:B,6762
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0ll.CUARTl0Il_4[2]:C,4772
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0ll.CUARTl0Il_4[2]:Y,4772
line_write_read_0/LCD_FSM_0/un1_cs_o_1_sqmuxa_0_a7_0_7:A,5970
line_write_read_0/LCD_FSM_0/un1_cs_o_1_sqmuxa_0_a7_0_7:B,5921
line_write_read_0/LCD_FSM_0/un1_cs_o_1_sqmuxa_0_a7_0_7:C,4764
line_write_read_0/LCD_FSM_0/un1_cs_o_1_sqmuxa_0_a7_0_7:D,5635
line_write_read_0/LCD_FSM_0/un1_cs_o_1_sqmuxa_0_a7_0_7:Y,4764
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o_36_m2s2:A,3412
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o_36_m2s2:B,3318
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o_36_m2s2:C,4608
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o_36_m2s2:D,3352
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o_36_m2s2:Y,3318
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C1/CFG_5:C,8257
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C1/CFG_5:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C1/CFG_5:IPC,8257
line_write_read_0/xy_generator_0/un24_data_valid_i_11_3_0:A,1949
line_write_read_0/xy_generator_0/un24_data_valid_i_11_3_0:B,1854
line_write_read_0/xy_generator_0/un24_data_valid_i_11_3_0:C,1779
line_write_read_0/xy_generator_0/un24_data_valid_i_11_3_0:D,1679
line_write_read_0/xy_generator_0/un24_data_valid_i_11_3_0:Y,1679
line_write_read_0/xy_generator_0/un2_index_drifter_cry_6:B,6708
line_write_read_0/xy_generator_0/un2_index_drifter_cry_6:FCI,6605
line_write_read_0/xy_generator_0/un2_index_drifter_cry_6:FCO,6605
line_write_read_0/xy_generator_0/un2_index_drifter_cry_6:S,7693
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index[5]:ALn,
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index[5]:CLK,3048
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index[5]:D,7365
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index[5]:EN,3569
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index[5]:Q,3048
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_128:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_128:IPB,
line_write_read_0/xy_display_1/WPOINTS_0/a_d_o_3[0]:A,3534
line_write_read_0/xy_display_1/WPOINTS_0/a_d_o_3[0]:B,7899
line_write_read_0/xy_display_1/WPOINTS_0/a_d_o_3[0]:Y,3534
line_write_read_0/xy_generator_0/y_5[0]:A,1878
line_write_read_0/xy_generator_0/y_5[0]:B,7899
line_write_read_0/xy_generator_0/y_5[0]:C,3736
line_write_read_0/xy_generator_0/y_5[0]:Y,1878
line_write_read_0/xy_display_1/xy_fifo_control_0/data_o_4_f0[0]:A,7878
line_write_read_0/xy_display_1/xy_fifo_control_0/data_o_4_f0[0]:B,7912
line_write_read_0/xy_display_1/xy_fifo_control_0/data_o_4_f0[0]:C,7749
line_write_read_0/xy_display_1/xy_fifo_control_0/data_o_4_f0[0]:Y,7749
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C2/CFG_9:C,8226
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C2/CFG_9:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C2/CFG_9:IPC,8226
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C6/CFG_33:C,8738
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C6/CFG_33:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C6/CFG_33:IPC,8738
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_30:IPB,
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_30:IPC,
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o_RNO[4]:A,4822
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o_RNO[4]:B,3611
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o_RNO[4]:C,1647
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o_RNO[4]:D,2687
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o_RNO[4]:Y,1647
data_o_obuf[4]/U0/U_IOPAD:D,
data_o_obuf[4]/U0/U_IOPAD:E,
data_o_obuf[4]/U0/U_IOPAD:PAD,
line_write_read_0/xy_display_1/WPOINTS_0/un1_s_state_27_0_4_1:A,4618
line_write_read_0/xy_display_1/WPOINTS_0/un1_s_state_27_0_4_1:B,3489
line_write_read_0/xy_display_1/WPOINTS_0/un1_s_state_27_0_4_1:C,3236
line_write_read_0/xy_display_1/WPOINTS_0/un1_s_state_27_0_4_1:D,2234
line_write_read_0/xy_display_1/WPOINTS_0/un1_s_state_27_0_4_1:Y,2234
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C7/CFG_17:C,8701
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C7/CFG_17:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C7/CFG_17:IPC,8701
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C6/CFG_16:C,8748
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C6/CFG_16:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C6/CFG_16:IPC,8748
line_write_read_0/xy_display_1/xy_fifo_control_0/y_dly[3]:ALn,
line_write_read_0/xy_display_1/xy_fifo_control_0/y_dly[3]:CLK,7912
line_write_read_0/xy_display_1/xy_fifo_control_0/y_dly[3]:D,8856
line_write_read_0/xy_display_1/xy_fifo_control_0/y_dly[3]:Q,7912
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m126:A,4654
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m126:B,1477
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m126:C,232
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m126:D,351
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m126:Y,232
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C0/CFG_15:C,8537
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C0/CFG_15:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C0/CFG_15:IPC,8537
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_15:B,6428
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_15:C,5464
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_15:IPB,6428
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_15:IPC,5464
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk16.fifo_corefifo_sync_scntr/memwaddr_r[0]:CLK,5678
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk16.fifo_corefifo_sync_scntr/memwaddr_r[0]:D,5731
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk16.fifo_corefifo_sync_scntr/memwaddr_r[0]:EN,6776
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk16.fifo_corefifo_sync_scntr/memwaddr_r[0]:Q,5678
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/OR2_B_DOUT[4]/U0:A,4594
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/OR2_B_DOUT[4]/U0:B,4516
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/OR2_B_DOUT[4]/U0:Y,4516
line_write_read_0/xy_display_1/WPOINTS_0/un1_s_state_27_0_3:A,4612
line_write_read_0/xy_display_1/WPOINTS_0/un1_s_state_27_0_3:B,2438
line_write_read_0/xy_display_1/WPOINTS_0/un1_s_state_27_0_3:C,5291
line_write_read_0/xy_display_1/WPOINTS_0/un1_s_state_27_0_3:D,5188
line_write_read_0/xy_display_1/WPOINTS_0/un1_s_state_27_0_3:Y,2438
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C2/FF_1:CLK,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C2/FF_1:IPCLKn,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C2/CFG_18:C,8775
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C2/CFG_18:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C2/CFG_18:IPC,8775
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_25:B,7698
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_25:C,8810
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_25:IPB,7698
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_25:IPC,8810
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_11:B,6405
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_11:C,5490
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_11:D,6348
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_11:IPB,6405
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_11:IPC,5490
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_11:IPD,6348
line_write_read_0/LCD_FSM_0/un1_ram_read_en_o_1_sqmuxa_i_2:A,5706
line_write_read_0/LCD_FSM_0/un1_ram_read_en_o_1_sqmuxa_i_2:B,5683
line_write_read_0/LCD_FSM_0/un1_ram_read_en_o_1_sqmuxa_i_2:C,5562
line_write_read_0/LCD_FSM_0/un1_ram_read_en_o_1_sqmuxa_i_2:Y,5562
line_write_read_0/ramDualPort_0/ram_ram_0_0_RNIEBT01:A,5779
line_write_read_0/ramDualPort_0/ram_ram_0_0_RNIEBT01:B,3609
line_write_read_0/ramDualPort_0/ram_ram_0_0_RNIEBT01:C,5795
line_write_read_0/ramDualPort_0/ram_ram_0_0_RNIEBT01:Y,3609
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C7/CFG_29:C,8654
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C7/CFG_29:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C7/CFG_29:IPC,8654
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0[9]:ALn,6376
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0[9]:CLK,4657
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0[9]:D,4341
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0[9]:Q,4657
SYSRESET_0/INST_SYSRESET_FF_IP:DEVRST_N,
SYSRESET_0/INST_SYSRESET_FF_IP:FF_DONE,
SYSRESET_0/INST_SYSRESET_FF_IP:FF_TO_START,
SYSRESET_0/INST_SYSRESET_FF_IP:POWER_ON_RESET_N,
SYSRESET_0/INST_SYSRESET_FF_IP:UTDO,
line_write_read_0/xy_display_1/WPOINTS_0/un1_y_mulonly_0[20_8]/U0/CFG_18:IPB,
line_write_read_0/xy_display_1/WPOINTS_0/un1_y_mulonly_0[20_8]/U0/CFG_18:IPC,
line_write_read_0/WRITE_LSRAM_0/s_v_counter_cry[0]:B,4571
line_write_read_0/WRITE_LSRAM_0/s_v_counter_cry[0]:C,7616
line_write_read_0/WRITE_LSRAM_0/s_v_counter_cry[0]:FCI,5565
line_write_read_0/WRITE_LSRAM_0/s_v_counter_cry[0]:FCO,4571
line_write_read_0/WRITE_LSRAM_0/s_v_counter_cry[0]:S,4670
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m4:A,3709
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m4:B,3670
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m4:Y,3670
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_areset_n_clk_base_RNIPALD/U0:An,
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_areset_n_clk_base_RNIPALD/U0:YNn,
line_write_read_0/xy_display_1/WPOINTS_0/s_state24_cry_19_FCINST1:CO,2886
line_write_read_0/xy_display_1/WPOINTS_0/s_state24_cry_19_FCINST1:FCI,2886
line_write_read_0/xy_display_1/WPOINTS_0/fifo_re_o:ALn,
line_write_read_0/xy_display_1/WPOINTS_0/fifo_re_o:CLK,5857
line_write_read_0/xy_display_1/WPOINTS_0/fifo_re_o:EN,5614
line_write_read_0/xy_display_1/WPOINTS_0/fifo_re_o:Q,5857
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C7/CFG_10:IPB,
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTlOl[1]:ALn,6376
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTlOl[1]:CLK,5973
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTlOl[1]:D,8850
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTlOl[1]:EN,5900
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTlOl[1]:Q,5973
line_write_read_0/xy_generator_0/un35_data_valid_i_1:A,768
line_write_read_0/xy_generator_0/un35_data_valid_i_1:B,839
line_write_read_0/xy_generator_0/un35_data_valid_i_1:Y,768
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/FF_9:IPCLKn,
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/FF_9:IPENn,
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO1ll.CUARTI0I_9_2:A,4945
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO1ll.CUARTI0I_9_2:B,4867
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO1ll.CUARTI0I_9_2:Y,4867
line_write_read_0/xy_generator_0/x_7_0_iv[0]:A,4900
line_write_read_0/xy_generator_0/x_7_0_iv[0]:B,4724
line_write_read_0/xy_generator_0/x_7_0_iv[0]:C,1762
line_write_read_0/xy_generator_0/x_7_0_iv[0]:Y,1762
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/FF_9:EN,8855
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/FF_9:IPENn,8855
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0_cry[4]:B,4341
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0_cry[4]:C,7632
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0_cry[4]:D,4925
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0_cry[4]:FCI,4293
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0_cry[4]:FCO,4293
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0_cry[4]:S,4421
line_write_read_0/xy_generator_0/y_5[3]:A,7984
line_write_read_0/xy_generator_0/y_5[3]:B,3851
line_write_read_0/xy_generator_0/y_5[3]:C,1749
line_write_read_0/xy_generator_0/y_5[3]:Y,1749
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_6_cry_18:A,7821
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_6_cry_18:B,4498
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_6_cry_18:C,3404
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_6_cry_18:D,7456
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_6_cry_18:FCI,3154
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_6_cry_18:FCO,3154
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_6_cry_18:S,3184
line_write_read_0/xy_generator_0/index_i_delay[12]:CLK,3328
line_write_read_0/xy_generator_0/index_i_delay[12]:D,8790
line_write_read_0/xy_generator_0/index_i_delay[12]:Q,3328
line_write_read_0/xy_display_1/WPOINTS_0/un1_y_mulonly_0[20_8]/U0/FF_23:IPENn,
cs_o_obuf/U0/U_IOOUTFF:A,
cs_o_obuf/U0/U_IOOUTFF:Y,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C7/CFG_22:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C7/CFG_22:IPC,
line_write_read_0/mux_1/mux5_1/O[3]:A,7690
line_write_read_0/mux_1/mux5_1/O[3]:B,7703
line_write_read_0/mux_1/mux5_1/O[3]:Y,7690
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C5/FF_5:IPENn,
line_write_read_0/ramDualPort_0/ram_ram_0_0_RNIRJNR:A,6987
line_write_read_0/ramDualPort_0/ram_ram_0_0_RNIRJNR:B,4895
